c_nace|d_pocpl|d_ukopl|naz_nace|
10000|1992-01-01|2025-12-31|ROSTLINNÁ A ŽIVOČIŠNÁ VÝROBA, MYSLIVOST A SOUVISEJÍCÍ ČINNOSTI|
11300|1992-01-01|2025-12-31|PĚSTOVÁNÍ ZELENINY A MELOUNŮ, KOŘENŮ A HLÍZ|
11900|1992-01-01|2025-12-31|PĚSTOVÁNÍ OSTATNÍCH PLODIN JINÝCH NEŽ TRVALÝCH|
12300|1992-01-01|2025-12-31|PĚSTOVÁNÍ CITRUSOVÝCH PLODŮ|
12700|1992-01-01|2025-12-31|PĚSTOVÁNÍ ROSTLIN PRO VÝROBU NÁPOJŮ|
14000|1992-01-01|2025-12-31|ŽIVOČIŠNÁ VÝROBA|
14400|1992-01-01|2025-12-31|CHOV VELBLOUDŮ A VELBLOUDOVITÝCH|
14800|2026-01-01||CHOV OSTATNÍCH ZVÍŘAT|
16000|1992-01-01|2025-12-31|PODPŮRNÉ ČINNOSTI PRO ZEMĚDĚLSTVÍ A POSKLIZŇOVÉ ČINNOSTI|
16400|1992-01-01|2025-12-31|ZPRACOVÁNÍ OSIVA PRO ÚČELY MNOŽENÍ|
22000|2026-01-01||TĚŽBA DŘEVA|
31000|2026-01-01||RYBOLOV|
32100|2026-01-01||MOŘSKÁ AKVAKULTURA|
51010|1992-01-01|2025-12-31|TĚŽBA ČERNÉHO UHLÍ|
52020|1992-01-01|2025-12-31|ÚPRAVA HNĚDÉHO UHLÍ, KROMĚ LIGNITU|
61000|1992-01-01|2025-12-31|TĚŽBA ROPY|
71010|1992-01-01|2025-12-31|TĚŽBA ŽELEZNÝCH RUD|
72110|1992-01-01|2025-12-31|TĚŽBA URANOVÝCH A THORIOVÝCH RUD|
72920|1992-01-01|2025-12-31|ÚPRAVA OSTATNÍCH NEŽELEZNÝCH RUD|
81200|1992-01-01|2025-12-31|PROVOZ PÍSKOVEN A ŠTĚRKOPÍSKOVEN; TĚŽBA JÍLŮ A KAOLINU|
89300|1992-01-01|2025-12-31|TĚŽBA SOLI|
99000|1992-01-01|2025-12-31|PODPŮRNÉ ČINNOSTI PŘI OSTATNÍ TĚŽBĚ A DOBÝVÁNÍ|
99090|2026-01-01||PODPŮRNÉ ČINNOSTI PRO TĚŽBU A DOBÝVÁNÍ OSTATNÍCH NEROSTNÝCH SUROVIN J. N.|
101200|2026-01-01||ZPRACOVÁNÍ A KONZERVOVÁNÍ DRŮBEŽÍHO MASA|
103100|2026-01-01||ZPRACOVÁNÍ A KONZERVOVÁNÍ BRAMBOR|
104100|2026-01-01||VÝROBA OLEJŮ A TUKŮ|
105200|2026-01-01||VÝROBA ZMRZLINY A LEDU K LIDSKÉ SPOTŘEBĚ|
107000|2026-01-01||VÝROBA PEKAŘSKÝCH, CUKRÁŘSKÝCH A JINÝCH MOUČNÝCH VÝROBKŮ|
108000|2026-01-01||VÝROBA OSTATNÍCH POTRAVINÁŘSKÝCH VÝROBKŮ|
108400|2026-01-01||VÝROBA KOŘENÍ A PŘÍSAD PRO OCHUCENÍ|
109000|2026-01-01||VÝROBA KRMIV|
110100|2026-01-01||DESTILACE, REKTIFIKACE A MÍCHANÍ LIHOVIN|
110500|2026-01-01||VÝROBA PIVA|
130000|2026-01-01||VÝROBA TEXTILIÍ|
139000|2026-01-01||VÝROBA OSTATNÍCH TEXTILIÍ|
139400|2026-01-01||VÝROBA LAN, PROVAZŮ A SÍŤOVANÝCH VÝROBKŮ|
140000|2026-01-01||VÝROBA ODĚVŮ|
141400|1992-01-01|2025-12-31|VÝROBA OSOBNÍHO PRÁDLA|
142900|2026-01-01||VÝROBA OSTATNÍCH ODĚVŮ A ODĚVNÍCH DOPLŇKŮ J. N.|
151100|1992-01-01|2025-12-31|ČINĚNÍ A ÚPRAVA USNÍ (VYČINĚNÝCH KŮŽÍ); ZPRACOVÁNÍ A BARVENÍ KOŽEŠIN|
152090|1992-01-01|2025-12-31|VÝROBA OBUVI Z OSTATNÍCH MATERIÁLŮ|
162000|1992-01-01|2025-12-31|VÝROBA DŘEVĚNÝCH, KORKOVÝCH, PROUTĚNÝCH A SLAMĚNÝCH VÝROBKŮ, KROMĚ NÁBYTKU|
162400|1992-01-01|2025-12-31|VÝROBA DŘEVĚNÝCH OBALŮ|
170000|2026-01-01||VÝROBA PAPÍRU A VÝROBKŮ Z PAPÍRU|
171120|2026-01-01||VÝROBA MECHANICKÝCH VLÁKNIN|
172100|2026-01-01||VÝROBA VLNITÉHO PAPÍRU A LEPENKY, PAPÍROVÝCH A LEPENKOVÝCH OBALŮ|
172900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH VÝROBKŮ Z PAPÍRU A LEPENKY|
181200|2026-01-01||OSTATNÍ TISK|
190000|2026-01-01||VÝROBA KOKSU A RAFINOVANÝCH ROPNÝCH PRODUKTŮ|
201000|2026-01-01||VÝROBA ZÁKLADNÍCH CHEMICKÝCH LÁTEK, HNOJIV A DUSÍKATÝCH SLOUČENIN, PLASTŮ A SYNTETICKÉHO KAUČUKU V PRIMÁRNÍCH FORMÁCH|
201400|2026-01-01||VÝROBA JINÝCH ZÁKLADNÍCH ORGANICKÝCH CHEMICKÝCH LÁTEK|
201700|2026-01-01||VÝROBA SYNTETICKÉHO KAUČUKU V PRIMÁRNÍCH FORMÁCH|
204100|2026-01-01||VÝROBA MÝDEL, DETERGENTŮ A ČISTICÍCH A LEŠTICÍCH PROSTŘEDKŮ|
205300|1992-01-01|2025-12-31|VÝROBA VONNÝCH SILIC|
206000|2026-01-01||VÝROBA CHEMICKÝCH VLÁKEN|
220000|2026-01-01||VÝROBA PRYŽOVÝCH A PLASTOVÝCH VÝROBKŮ|
222000|2026-01-01||VÝROBA PLASTOVÝCH VÝROBKŮ|
222500|2026-01-01||ZPRACOVÁNÍ A KONEČNÁ ÚPRAVA PLASTOVÝCH VÝROBKŮ|
231100|2026-01-01||VÝROBA PLOCHÉHO SKLA|
231900|1992-01-01|2025-12-31|VÝROBA A ZPRACOVÁNÍ OSTATNÍHO SKLA VČ. TECHNICKÉHO|
233200|2026-01-01||VÝROBA PÁLENÝCH ZDICÍCH MATERIÁLŮ, TAŠEK, DLAŽDIC A PODOBNÝCH VÝROBKŮ|
234300|2026-01-01||VÝROBA KERAMICKÝCH IZOLÁTORŮ A IZOLAČNÍHO PŘÍSLUŠENSTVÍ|
235100|2026-01-01||VÝROBA CEMENTU|
236200|2026-01-01||VÝROBA SÁDROVÝCH VÝROBKŮ PRO STAVEBNÍ ÚČELY|
236900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH BETONOVÝCH, CEMENTOVÝCH A SÁDROVÝCH VÝROBKŮ|
239900|2026-01-01||VÝROBA OSTATNÍCH NEKOVOVÝCH MINERÁLNÍCH VÝROBKŮ J. N.|
241020|2026-01-01||VÝROBA PLOCHÝCH VÝROBKŮ ZE ŽELEZA NEBO OCELI VÁLCOVANÝCH ZA TEPLA NEBO ZA STUDENA, KROMĚ ÚZKÝCH PÁSŮ VÁLCOVANÝCH ZA STUDENA|
243100|1992-01-01|2025-12-31|TAŽENÍ TYČÍ ZA STUDENA|
244000|1992-01-01|2025-12-31|VÝROBA A HUTNÍ ZPRACOVÁNÍ DRAHÝCH A NEŽELEZNÝCH KOVŮ|
244400|1992-01-01|2025-12-31|VÝROBA A HUTNÍ ZPRACOVÁNÍ MĚDI|
245100|1992-01-01|2025-12-31|VÝROBA ODLITKŮ Z LITINY|
245200|1992-01-01|2025-12-31|VÝROBA ODLITKŮ Z OCELI|
245400|1992-01-01|2025-12-31|VÝROBA ODLITKŮ Z OSTATNÍCH NEŽELEZNÝCH KOVŮ|
251200|1992-01-01|2025-12-31|VÝROBA KOVOVÝCH DVEŘÍ A OKEN|
253000|1992-01-01|2025-12-31|VÝROBA PARNÍCH KOTLŮ, KROMĚ KOTLŮ PRO ÚSTŘEDNÍ TOPENÍ|
255300|2026-01-01||OBRÁBĚNÍ KOVŮ|
257000|1992-01-01|2025-12-31|VÝROBA NOŽÍŘSKÝCH VÝROBKŮ, NÁSTROJŮ A ŽELEZÁŘSKÝCH VÝROBKŮ|
259200|1992-01-01|2025-12-31|VÝROBA DROBNÝCH KOVOVÝCH OBALŮ|
260000|1992-01-01|2025-12-31|VÝROBA POČÍTAČŮ, ELEKTRONICKÝCH A OPTICKÝCH PŘÍSTROJŮ A ZAŘÍZENÍ|
262000|1992-01-01|2025-12-31|VÝROBA POČÍTAČŮ A PERIFERNÍCH ZAŘÍZENÍ|
265100|1992-01-01|2025-12-31|VÝROBA MĚŘICÍCH, ZKUŠEBNÍCH A NAVIGAČNÍCH PŘÍSTROJŮ|
268000|1992-01-01|2025-12-31|VÝROBA MAGNETICKÝCH A OPTICKÝCH MÉDIÍ|
271200|2026-01-01||VÝROBA ELEKTRICKÝCH ROZVODNÝCH A KONTROLNÍCH ZAŘÍZENÍ|
273200|2026-01-01||VÝROBA OSTATNÍCH ELEKTRONICKÝCH A ELEKTRICKÝCH VODIČŮ A KABELŮ|
275100|2026-01-01||VÝROBA ELEKTRICKÝCH SPOTŘEBIČŮ PŘEVÁŽNĚ PRO DOMÁCNOST|
281000|2026-01-01||VÝROBA STROJŮ A ZAŘÍZENÍ PRO VŠEOBECNÉ ÚČELY|
281400|2026-01-01||VÝROBA OSTATNÍCH POTRUBNÍCH ARMATUR|
282200|2026-01-01||VÝROBA ZDVIHACÍCH A MANIPULAČNÍCH ZAŘÍZENÍ|
282900|2026-01-01||VÝROBA OSTATNÍCH STROJŮ A ZAŘÍZENÍ PRO VŠEOBECNÉ ÚČELY J. N.|
284900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH OBRÁBĚCÍCH STROJŮ|
289300|2026-01-01||VÝROBA STROJŮ NA VÝROBU POTRAVIN, NÁPOJŮ A ZPRACOVÁNÍ TABÁKU|
289900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH STROJŮ PRO SPECIÁLNÍ ÚČELY J. N.|
293000|1992-01-01|2025-12-31|VÝROBA DÍLŮ A PŘÍSLUŠENSTVÍ PRO MOTOROVÁ VOZIDLA A JEJICH MOTORY|
301000|1992-01-01|2025-12-31|STAVBA LODÍ A ČLUNŮ|
302000|2026-01-01||VÝROBA ŽELEZNIČNÍCH LOKOMOTIV A KOLEJOVÝCH VOZIDEL|
309000|2026-01-01||VÝROBA DOPRAVNÍCH PROSTŘEDKŮ A ZAŘÍZENÍ J. N.|
310000|2026-01-01||VÝROBA NÁBYTKU|
321000|2026-01-01||VÝROBA KLENOTŮ, BIŽUTERIE A PŘÍBUZNÝCH VÝROBKŮ|
322000|2026-01-01||VÝROBA HUDEBNÍCH NÁSTROJŮ|
329000|2026-01-01||ZPRACOVATELSKÝ PRŮMYSL J. N.|
331000|2026-01-01||OPRAVY A ÚDRŽBA KOVOVÝCH VÝROBKŮ, STROJŮ A ZAŘÍZENÍ|
331400|2026-01-01||OPRAVY A ÚDRŽBA ELEKTRICKÝCH ZAŘÍZENÍ|
331710|2026-01-01||OPRAVY A ÚDRŽBA KOLEJOVÝCH VOZIDEL|
331900|2026-01-01||OPRAVY A ÚDRŽBA OSTATNÍCH ZAŘÍZENÍ|
351100|2026-01-01||VÝROBA ELEKTŘINY Z NEOBNOVITELNÝCH ZDROJŮ|
351600|2026-01-01||SKLADOVÁNÍ ELEKTŘINY|
352300|2026-01-01||OBCHOD S PLYNEM PROSTŘEDNICTVÍM SÍTÍ|
353030|1992-01-01|2025-12-31|VÝROBA KLIMATIZOVANÉHO VZDUCHU|
360000|1992-01-01|2025-12-31|SHROMAŽĎOVÁNÍ, ÚPRAVA A ROZVOD VODY|
381100|1992-01-01|2025-12-31|SHROMAŽĎOVÁNÍ A SBĚR ODPADŮ, KROMĚ NEBEZPEČNÝCH|
382200|1992-01-01|2025-12-31|ODSTRAŇOVÁNÍ NEBEZPEČNÝCH ODPADŮ|
383200|2026-01-01||SKLÁDKOVÁNÍ NEBO TRVALÉ ULOŽENÍ ODPADŮ|
412010|1992-01-01|2025-12-31|VÝSTAVBA BYTOVÝCH BUDOV|
421200|1992-01-01|2025-12-31|VÝSTAVBA ŽELEZNIC A PODZEMNÍCH DRAH|
422110|1992-01-01|2025-12-31|VÝSTAVBA INŽENÝRSKÝCH SÍTÍ PRO KAPALINY|
429900|1992-01-01|2025-12-31|VÝSTAVBA OSTATNÍCH STAVEB J. N.|
431200|1992-01-01|2025-12-31|PŘÍPRAVA STAVENIŠTĚ|
432200|1992-01-01|2025-12-31|INSTALACE VODY, ODPADU, PLYNU, TOPENÍ A KLIMATIZACE|
433000|2026-01-01||KOMPLETAČNÍ A DOKONČOVACÍ STAVEBNÍ PRÁCE|
433400|2026-01-01||SKLENÁŘSKÉ, MALÍŘSKÉ A NATĚRAČSKÉ PRÁCE|
435000|2026-01-01||SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI PŘI VÝSTAVBĚ INŽENÝRSKÝCH DĚL|
439910|1992-01-01|2025-12-31|MONTÁŽ A DEMONTÁŽ LEŠENÍ A BEDNĚNÍ|
453100|1992-01-01|2025-12-31|VELKOOBCHOD S DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOROVÁ VOZIDLA, KROMĚ MOTOCYKLŮ|
461100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI VELKOOBCHODU ZA PROVIZI SE ZÁKLADNÍMI ZEMĚDĚLSKÝMI PRODUKTY, ŽIVÝMI ZVÍŘATY, TEXTILNÍMI SUROVINAMI A POLOTOVARY|
461500|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI VELKOOBCHODU ZA PROVIZI S NÁBYTKEM, ŽELEZÁŘSKÝM ZBOŽÍM A POTŘEBAMI PŘEVÁŽNĚ PRO DOMÁCNOST|
461890|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ SPECIALIZOVANÉHO VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ S OSTATNÍMI VÝROBKY J. N.|
462200|2026-01-01||VELKOOBCHOD S KVĚTINAMI A JINÝMI ROSTLINAMI|
463100|2026-01-01||VELKOOBCHOD S OVOCEM A ZELENINOU|
463500|2026-01-01||VELKOOBCHOD S TABÁKOVÝMI VÝROBKY|
463900|2026-01-01||NESPECIALIZOVANÝ VELKOOBCHOD S POTRAVINAMI, NÁPOJI A TABÁKOVÝMI VÝROBKY|
464220|1992-01-01|2025-12-31|VELKOOBCHOD S OBUVÍ|
464500|2026-01-01||VELKOOBCHOD S PARFÉMY A KOSMETICKÝMI PŘÍPRAVKY|
464900|2026-01-01||VELKOOBCHOD S OSTATNÍMI VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST|
466100|2026-01-01||VELKOOBCHOD SE ZEMĚDĚLSKÝMI STROJI, STROJNÍM ZAŘÍZENÍM A PŘÍSLUŠENSTVÍM|
466600|1992-01-01|2025-12-31|VELKOOBCHOD S OSTATNÍMI KANCELÁŘSKÝMI STROJI A ZAŘÍZENÍM|
467130|1992-01-01|2025-12-31|VELKOOBCHOD S PLYNNÝMI PALIVY A PŘÍBUZNÝMI VÝROBKY|
467610|1992-01-01|2025-12-31|VELKOOBCHOD S PAPÍRENSKÝMI MEZIPRODUKTY|
468500|2026-01-01||VELKOOBCHOD S CHEMICKÝMI VÝROBKY|
471000|1992-01-01|2025-12-31|MALOOBCHOD V NESPECIALIZOVANÝCH PRODEJNÁCH|
472100|1992-01-01|2025-12-31|MALOOBCHOD S OVOCEM A ZELENINOU|
472500|1992-01-01|2025-12-31|MALOOBCHOD S NÁPOJI|
474000|1992-01-01|2025-12-31|MALOOBCHOD S POČÍTAČOVÝM A KOMUNIKAČNÍM ZAŘÍZENÍM VE SPECIALIZOVANÝCH PRODEJNÁCH|
475100|2026-01-01||MALOOBCHOD S TEXTILEM|
475900|1992-01-01|2025-12-31|MALOOBCHOD S NÁBYTKEM, SVÍTIDLY A OSTATNÍMI VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST VE SPECIALIZOVANÝCH PRODEJNÁCH|
476220|2026-01-01||MALOOBCHOD S PAPÍRNICKÝM ZBOŽÍM|
477000|2026-01-01||MALOOBCHOD S OSTATNÍM ZBOŽÍM, KROMĚ MOTOROVÝCH VOZIDEL A MOTOCYKLŮ|
477400|2026-01-01||MALOOBCHOD SE ZDRAVOTNICKÝMI A ORTOPEDICKÝMI VÝROBKY|
477800|2026-01-01||MALOOBCHOD S OSTATNÍM NOVÝM ZBOŽÍM|
477910|2026-01-01||MALOOBCHOD S POUŽITÝMI KNIHAMI A STAROŽITNOSTMI|
478300|2026-01-01||MALOOBCHOD S MOTOCYKLY A DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOCYKLY|
479200|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI SPECIALIZOVANÉHO MALOOBCHODU|
492000|1992-01-01|2025-12-31|ŽELEZNIČNÍ NÁKLADNÍ DOPRAVA|
493300|2026-01-01||OSOBNÍ DOPRAVA VOZIDLEM S ŘIDIČEM NA VYŽÁDÁNÍ|
494000|1992-01-01|2025-12-31|SILNIČNÍ NÁKLADNÍ DOPRAVA A STĚHOVACÍ SLUŽBY|
495010|1992-01-01|2025-12-31|POTRUBNÍ DOPRAVA ROPOVODEM|
502000|2026-01-01||NÁMOŘNÍ A POBŘEŽNÍ NÁKLADNÍ DOPRAVA|
511000|2026-01-01||LETECKÁ OSOBNÍ DOPRAVA|
512100|1992-01-01|2025-12-31|LETECKÁ NÁKLADNÍ DOPRAVA|
522000|1992-01-01|2025-12-31|VEDLEJŠÍ ČINNOSTI V DOPRAVĚ|
522400|1992-01-01|2025-12-31|MANIPULACE S NÁKLADEM|
530000|1992-01-01|2025-12-31|POŠTOVNÍ A KURÝRNÍ ČINNOSTI|
550000|2026-01-01||POSKYTOVÁNÍ UBYTOVÁNÍ|
553000|1992-01-01|2025-12-31|KEMPY A TÁBOŘIŠTĚ|
560000|1992-01-01|2025-12-31|STRAVOVÁNÍ A POHOSTINSTVÍ|
562100|1992-01-01|2025-12-31|POSKYTOVÁNÍ CATERINGOVÝCH SLUŽEB|
563000|2026-01-01||PODÁVÁNÍ NÁPOJŮ|
581200|1992-01-01|2025-12-31|VYDÁVÁNÍ ADRESÁŘŮ A JINÝCH SEZNAMŮ|
581390|2026-01-01||VYDÁVÁNÍ OSTATNÍCH PERIODIK|
582900|1992-01-01|2025-12-31|OSTATNÍ VYDÁVÁNÍ SOFTWARU|
591200|1992-01-01|2025-12-31|POSTPRODUKCE FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH PROGRAMŮ|
600000|1992-01-01|2025-12-31|TVORBA PROGRAMŮ A VYSÍLÁNÍ|
603000|2026-01-01||ČINNOSTI ZPRAVODAJSKÝCH KANCELÁŘÍ A AGENTUR A OSTATNÍ ČINNOSTI SOUVISEJÍCÍ S DISTRIBUCÍ OBSAHU|
611020|1992-01-01|2025-12-31|PRONÁJEM PEVNÉ TELEKOMUNIKAČNÍ SÍTĚ|
612030|1992-01-01|2025-12-31|PŘENOS DAT PŘES BEZDRÁTOVOU TELEKOMUNIKAČNÍ SÍŤ|
620100|1992-01-01|2025-12-31|PROGRAMOVÁNÍ|
629000|2026-01-01||OSTATNÍ ČINNOSTI V OBLASTI INFORMAČNÍCH TECHNOLOGIÍ A POČÍTAČŮ|
639000|2026-01-01||ČINNOSTI WEBOVÝCH VYHLEDÁVACÍCH PORTÁLŮ A OSTATNÍ INFORMAČNÍ ČINNOSTI|
641000|2026-01-01||PENĚŽNÍ ZPROSTŘEDKOVÁNÍ|
642200|2026-01-01||ČINNOSTI ÚČELOVÝCH FINANČNÍCH SPOLEČNOSTÍ|
649100|2026-01-01||FINANČNÍ LEASING|
649230|2026-01-01||ČINNOSTI ZASTAVÁREN|
649920|1992-01-01|2025-12-31|OBCHODOVÁNÍ S CENNÝMI PAPÍRY NA VLASTNÍ ÚČET|
651100|2026-01-01||ČINNOSTI V OBLASTI ŽIVOTNÍHO POJIŠTĚNÍ|
660000|2026-01-01||POMOCNÉ ČINNOSTI K FINANČNÍM A POJIŠŤOVACÍM ČINNOSTEM|
661900|2026-01-01||OSTATNÍ POMOCNÉ ČINNOSTI K FINANČNÍM ČINNOSTEM, KROMĚ POJIŠŤOVÁNÍ A PENZIJNÍHO FINANCOVÁNÍ|
662900|2026-01-01||POMOCNÉ ČINNOSTI K POJIŠŤOVÁNÍ A PENZIJNÍMU FINANCOVÁNÍ J. N.|
681200|2026-01-01||DEVELOPERSKÉ ČINNOSTI|
683000|2026-01-01||ČINNOSTI V OBLASTI NEMOVITOSTÍ NA ZÁKLADĚ SMLOUVY NEBO DOHODY|
691000|2026-01-01||PRÁVNÍ ČINNOSTI|
702000|2026-01-01||PORADENSTVÍ V OBLASTI PODNIKÁNÍ A ŘÍZENÍ PODNIKŮ|
711100|2026-01-01||ARCHITEKTONICKÉ ČINNOSTI|
712000|2026-01-01||TECHNICKÉ ZKOUŠKY A ANALÝZY|
721900|1992-01-01|2025-12-31|OSTATNÍ VÝZKUM A VÝVOJ V OBLASTI PŘÍRODNÍCH A TECHNICKÝCH VĚD|
731000|1992-01-01|2025-12-31|REKLAMNÍ ČINNOSTI|
733000|2026-01-01||ČINNOSTI V OBLASTI VZTAHŮ S VEŘEJNOSTÍ A KOMUNIKACE|
741200|2026-01-01||ČINNOSTI V OBLASTI GRAFICKÉHO DESIGNU A VIZUÁLNÍ KOMUNIKACE|
749000|2026-01-01||OSTATNÍ ODBORNÉ, VĚDECKÉ A TECHNICKÉ ČINNOSTI J. N.|
770000|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI PRONÁJMU A OPERATIVNÍHO LEASINGU|
772000|1992-01-01|2025-12-31|PRONÁJEM A LEASING VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
773000|2026-01-01||PRONÁJEM A LEASING OSTATNÍCH STROJŮ, ZAŘÍZENÍ A HMOTNÝCH STATKŮ|
773400|2026-01-01||PRONÁJEM A LEASING VODNÍCH DOPRAVNÍCH PROSTŘEDKŮ|
775100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI PRONÁJMU A LEASINGU AUTOMOBILŮ, OBYTNÝCH AUTOMOBILŮ A PŘÍVĚSŮ|
783000|1992-01-01|2025-12-31|OSTATNÍ POSKYTOVÁNÍ LIDSKÝCH ZDROJŮ|
791200|2026-01-01||ČINNOSTI CESTOVNÍCH KANCELÁŘÍ|
800900|2026-01-01||BEZPEČNOSTNÍ ČINNOSTI J. N.|
812000|1992-01-01|2025-12-31|ÚKLIDOVÉ ČINNOSTI|
813000|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S ÚPRAVOU KRAJINY|
822000|1992-01-01|2025-12-31|ČINNOSTI ZPROSTŘEDKOVATELSKÝCH STŘEDISEK PO TELEFONU|
829100|2026-01-01||INKASNÍ ČINNOSTI, OVĚŘOVÁNÍ SOLVENTNOSTI ZÁKAZNÍKA|
841000|2026-01-01||ČINNOSTI V OBLASTI VEŘEJNÉ SPRÁVY A HOSPODÁŘSKÉ, SOCIÁLNÍ A ENVIRONMENTÁLNÍ POLITIKY|
841240|2026-01-01||REGULACE ČINNOSTÍ SOUVISEJÍCÍCH SE SPORTEM|
842100|2026-01-01||ČINNOSTI V OBLASTI ZAHRANIČNÍCH VĚCÍ|
842400|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI VEŘEJNÉHO POŘÁDKU A BEZPEČNOSTI|
851000|1992-01-01|2025-12-31|PŘEDŠKOLNÍ VZDĚLÁVÁNÍ|
853110|1992-01-01|2025-12-31|ZÁKLADNÍ VZDĚLÁVÁNÍ NA DRUHÉM STUPNI ZÁKLADNÍCH ŠKOL|
853220|1992-01-01|2025-12-31|STŘEDNÍ ODBORNÉ VZDĚLÁVÁNÍ NA STŘEDNÍCH ODBORNÝCH ŠKOLÁCH|
854100|1992-01-01|2025-12-31|POSTSEKUNDÁRNÍ NIKOLI TERCIÁRNÍ VZDĚLÁVÁNÍ|
855300|1992-01-01|2025-12-31|ČINNOSTI AUTOŠKOL A JINÝCH ŠKOL ŘÍZENÍ|
855910|2026-01-01||VZDĚLÁVÁNÍ V JAZYKOVÝCH ŠKOLÁCH|
856900|2026-01-01||PODPŮRNÉ ČINNOSTI V OBLASTI VZDĚLÁVÁNÍ J. N.|
862100|2026-01-01||VŠEOBECNÁ AMBULANTNÍ ZDRAVOTNÍ PÉČE|
869090|1992-01-01|2025-12-31|OSTATNÍ ČINNOSTI SOUVISEJÍCÍ SE ZDRAVOTNÍ PÉČÍ J. N.|
869900|2026-01-01||OSTATNÍ ČINNOSTI SOUVISEJÍCÍ SE ZDRAVOTNÍ PÉČÍ J. N.|
872020|1992-01-01|2025-12-31|SOCIÁLNÍ PÉČE V ZAŘÍZENÍCH PRO OSOBY ZÁVISLÉ NA NÁVYKOVÝCH LÁTKÁCH|
879900|2026-01-01||OSTATNÍ POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE J. N.|
889000|2026-01-01||OSTATNÍ AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY|
889990|1992-01-01|2025-12-31|JINÉ AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY J. N.|
901100|2026-01-01||LITERÁRNÍ A HUDEBNÍ TVORBA|
903900|2026-01-01||OSTATNÍ PODPŮRNÉ ČINNOSTI PRO UMĚLECKOU TVORBU A SCÉNICKÁ UMĚNÍ|
910420|1992-01-01|2025-12-31|ČINNOSTI PŘÍRODNÍCH REZERVACÍ A NÁRODNÍCH PARKŮ|
914000|2026-01-01||ČINNOSTI BOTANICKÝCH A ZOOLOGICKÝCH ZAHRAD, PŘÍRODNÍCH REZERVACÍ A NÁRODNÍCH PARKŮ|
931000|2026-01-01||ČINNOSTI V OBLASTI SPORTU|
931900|2026-01-01||ČINNOSTI V OBLASTI SPORTU J. N.|
940000|2026-01-01||ČINNOSTI ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH A VEŘEJNÝCH ZÁJMŮ|
942000|2026-01-01||ČINNOSTI ODBOROVÝCH SVAZŮ|
949900|2026-01-01||ČINNOSTI OSTATNÍCH ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH A VEŘEJNÝCH ZÁJMŮ J. N.|
949940|2026-01-01||ČINNOSTI SPOTŘEBITELSKÝCH ORGANIZACÍ|
949990|2026-01-01||ČINNOSTI JINÝCH ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH A VEŘEJNÝCH ZÁJMŮ J. N.|
952000|2026-01-01||OPRAVY A ÚDRŽBA VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
952400|2026-01-01||OPRAVY A ÚDRŽBA NÁBYTKU A BYTOVÉHO ZAŘÍZENÍ|
954000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI OPRAV A ÚDRŽBY POČÍTAČŮ, VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST A MOTOROVÝCH VOZIDEL A MOTOCYKLŮ|
961000|2026-01-01||PRANÍ A ČIŠTĚNÍ TEXTILNÍCH A KOŽEŠINOVÝCH VÝROBKŮ|
962300|2026-01-01||ČINNOSTI DENNÍCH LÁZNÍ, SAUN A PARNÍCH LÁZNÍ|
